,Sport,Discipline,Code,excel_country,Count,csv_country,Rank,NOC,Gold,Silver,Bronze,Total,Year,HostCountry
32144,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,37,29,32,98,1956,Australia
32145,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,43,29,31,103,1960,Italy
32146,Judo,Judo,JUD,Soviet Union,8,URS,2,URS,30,31,35,96,1964,Japan
32147,Judo,Judo,JUD,Soviet Union,8,URS,2,URS,29,32,30,91,1968,Mexico
32148,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,50,27,22,99,1972,West Germany
32149,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,49,41,35,125,1976,Canada
32150,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,80,69,46,195,1980,Soviet Union
32151,Judo,Judo,JUD,Soviet Union,8,URS,1,URS,55,31,46,132,1988,South Korea
32152,Karate,Karate,KTE,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32153,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32154,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32155,Karate,Karate,KTE,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32156,Karate,Karate,KTE,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32157,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32158,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32159,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32160,Karate,Karate,KTE,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32161,Lacrosse,Sixes,LAX,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32162,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32163,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32164,Lacrosse,Sixes,LAX,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32165,Lacrosse,Sixes,LAX,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32166,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32167,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32168,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32169,Lacrosse,Sixes,LAX,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32170,Lacrosse,Field,LAX,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32171,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32172,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32173,Lacrosse,Field,LAX,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32174,Lacrosse,Field,LAX,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32175,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32176,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32177,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32178,Lacrosse,Field,LAX,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32179,Modern Pentathlon,,MPN,Soviet Union,2,URS,2,URS,22,30,19,71,1952,Finland
32180,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,37,29,32,98,1956,Australia
32181,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,43,29,31,103,1960,Italy
32182,Modern Pentathlon,,MPN,Soviet Union,2,URS,2,URS,30,31,35,96,1964,Japan
32183,Modern Pentathlon,,MPN,Soviet Union,2,URS,2,URS,29,32,30,91,1968,Mexico
32184,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,50,27,22,99,1972,West Germany
32185,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,49,41,35,125,1976,Canada
32186,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,80,69,46,195,1980,Soviet Union
32187,Modern Pentathlon,,MPN,Soviet Union,2,URS,1,URS,55,31,46,132,1988,South Korea
32188,Polo,Polo,POL,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32189,Polo,Polo,POL,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32190,Polo,Polo,POL,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32191,Polo,Polo,POL,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32192,Polo,Polo,POL,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32193,Polo,Polo,POL,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32194,Polo,Polo,POL,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32195,Polo,Polo,POL,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32196,Polo,Polo,POL,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32197,Rackets,Rackets,RQT,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32198,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32199,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32200,Rackets,Rackets,RQT,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32201,Rackets,Rackets,RQT,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32202,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32203,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32204,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32205,Rackets,Rackets,RQT,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32206,Roque,Roque,éˆ?0,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32207,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32208,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32209,Roque,Roque,éˆ?0,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32210,Roque,Roque,éˆ?0,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32211,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32212,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32213,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32214,Roque,Roque,éˆ?0,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32215,Rowing,Coastal,ROC,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32216,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32217,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32218,Rowing,Coastal,ROC,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32219,Rowing,Coastal,ROC,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32220,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32221,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32222,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32223,Rowing,Coastal,ROC,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32224,Rowing,Rowing,ROW,Soviet Union,14,URS,2,URS,22,30,19,71,1952,Finland
32225,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,37,29,32,98,1956,Australia
32226,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,43,29,31,103,1960,Italy
32227,Rowing,Rowing,ROW,Soviet Union,14,URS,2,URS,30,31,35,96,1964,Japan
32228,Rowing,Rowing,ROW,Soviet Union,14,URS,2,URS,29,32,30,91,1968,Mexico
32229,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,50,27,22,99,1972,West Germany
32230,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,49,41,35,125,1976,Canada
32231,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,80,69,46,195,1980,Soviet Union
32232,Rowing,Rowing,ROW,Soviet Union,14,URS,1,URS,55,31,46,132,1988,South Korea
32233,Rugby,Sevens,RU7,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32234,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32235,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32236,Rugby,Sevens,RU7,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32237,Rugby,Sevens,RU7,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32238,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32239,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32240,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32241,Rugby,Sevens,RU7,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32242,Rugby,Union,RUG,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32243,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32244,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32245,Rugby,Union,RUG,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32246,Rugby,Union,RUG,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32247,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32248,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32249,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32250,Rugby,Union,RUG,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32251,Sailing,Sailing,SAL,Soviet Union,6,URS,2,URS,22,30,19,71,1952,Finland
32252,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,37,29,32,98,1956,Australia
32253,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,43,29,31,103,1960,Italy
32254,Sailing,Sailing,SAL,Soviet Union,6,URS,2,URS,30,31,35,96,1964,Japan
32255,Sailing,Sailing,SAL,Soviet Union,6,URS,2,URS,29,32,30,91,1968,Mexico
32256,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,50,27,22,99,1972,West Germany
32257,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,49,41,35,125,1976,Canada
32258,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,80,69,46,195,1980,Soviet Union
32259,Sailing,Sailing,SAL,Soviet Union,6,URS,1,URS,55,31,46,132,1988,South Korea
32260,Shooting,Shooting,SHO,Soviet Union,7,URS,2,URS,22,30,19,71,1952,Finland
32261,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,37,29,32,98,1956,Australia
32262,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,43,29,31,103,1960,Italy
32263,Shooting,Shooting,SHO,Soviet Union,7,URS,2,URS,30,31,35,96,1964,Japan
32264,Shooting,Shooting,SHO,Soviet Union,7,URS,2,URS,29,32,30,91,1968,Mexico
32265,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,50,27,22,99,1972,West Germany
32266,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,49,41,35,125,1976,Canada
32267,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,80,69,46,195,1980,Soviet Union
32268,Shooting,Shooting,SHO,Soviet Union,7,URS,1,URS,55,31,46,132,1988,South Korea
32269,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32270,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32271,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32272,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32273,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32274,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32275,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32276,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32277,Skateboarding,Skateboarding,SKB,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32278,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32279,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32280,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32281,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32282,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32283,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32284,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32285,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32286,Sport Climbing,Sport Climbing,CLB,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32287,Squash,Squash,SQU,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32288,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32289,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32290,Squash,Squash,SQU,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32291,Squash,Squash,SQU,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32292,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32293,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32294,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32295,Squash,Squash,SQU,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32296,Surfing,Surfing,SRF,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32297,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32298,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32299,Surfing,Surfing,SRF,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32300,Surfing,Surfing,SRF,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32301,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32302,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32303,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32304,Surfing,Surfing,SRF,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32305,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32306,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32307,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32308,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32309,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32310,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32311,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32312,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32313,Table Tennis,Table Tennis,TTE,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32314,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32315,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32316,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32317,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32318,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32319,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32320,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32321,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32322,Taekwondo,Taekwondo,TKW,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32323,Tennis,Tennis,TEN,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32324,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32325,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32326,Tennis,Tennis,TEN,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32327,Tennis,Tennis,TEN,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32328,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32329,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32330,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32331,Tennis,Tennis,TEN,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32332,Triathlon,Triathlon,TRI,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32333,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32334,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32335,Triathlon,Triathlon,TRI,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32336,Triathlon,Triathlon,TRI,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32337,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32338,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32339,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32340,Triathlon,Triathlon,TRI,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32341,Tug of War,Tug of War,TOW,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32342,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32343,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32344,Tug of War,Tug of War,TOW,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32345,Tug of War,Tug of War,TOW,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32346,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32347,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32348,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32349,Tug of War,Tug of War,TOW,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32350,Volleyball,Beach,VBV,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32351,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32352,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32353,Volleyball,Beach,VBV,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32354,Volleyball,Beach,VBV,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32355,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32356,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32357,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32358,Volleyball,Beach,VBV,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32359,Volleyball,Indoor,VVO,Soviet Union,2,URS,2,URS,22,30,19,71,1952,Finland
32360,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,37,29,32,98,1956,Australia
32361,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,43,29,31,103,1960,Italy
32362,Volleyball,Indoor,VVO,Soviet Union,2,URS,2,URS,30,31,35,96,1964,Japan
32363,Volleyball,Indoor,VVO,Soviet Union,2,URS,2,URS,29,32,30,91,1968,Mexico
32364,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,50,27,22,99,1972,West Germany
32365,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,49,41,35,125,1976,Canada
32366,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,80,69,46,195,1980,Soviet Union
32367,Volleyball,Indoor,VVO,Soviet Union,2,URS,1,URS,55,31,46,132,1988,South Korea
32368,Water Motorsports,,PBT,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32369,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32370,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32371,Water Motorsports,,PBT,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32372,Water Motorsports,,PBT,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32373,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32374,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32375,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32376,Water Motorsports,,PBT,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32377,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,2,URS,22,30,19,71,1952,Finland
32378,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,37,29,32,98,1956,Australia
32379,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,43,29,31,103,1960,Italy
32380,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,2,URS,30,31,35,96,1964,Japan
32381,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,2,URS,29,32,30,91,1968,Mexico
32382,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,50,27,22,99,1972,West Germany
32383,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,49,41,35,125,1976,Canada
32384,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,80,69,46,195,1980,Soviet Union
32385,Weightlifting,Weightlifting,WLF,Soviet Union,10,URS,1,URS,55,31,46,132,1988,South Korea
32386,Wrestling,Freestyle,WRF,Soviet Union,10,URS,2,URS,22,30,19,71,1952,Finland
32387,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,37,29,32,98,1956,Australia
32388,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,43,29,31,103,1960,Italy
32389,Wrestling,Freestyle,WRF,Soviet Union,10,URS,2,URS,30,31,35,96,1964,Japan
32390,Wrestling,Freestyle,WRF,Soviet Union,10,URS,2,URS,29,32,30,91,1968,Mexico
32391,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,50,27,22,99,1972,West Germany
32392,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,49,41,35,125,1976,Canada
32393,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,80,69,46,195,1980,Soviet Union
32394,Wrestling,Freestyle,WRF,Soviet Union,10,URS,1,URS,55,31,46,132,1988,South Korea
32395,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,2,URS,22,30,19,71,1952,Finland
32396,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,37,29,32,98,1956,Australia
32397,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,43,29,31,103,1960,Italy
32398,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,2,URS,30,31,35,96,1964,Japan
32399,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,2,URS,29,32,30,91,1968,Mexico
32400,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,50,27,22,99,1972,West Germany
32401,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,49,41,35,125,1976,Canada
32402,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,80,69,46,195,1980,Soviet Union
32403,Wrestling,Greco-Roman,WRG,Soviet Union,10,URS,1,URS,55,31,46,132,1988,South Korea
32404,Skating,Figure,FSK,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32405,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32406,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32407,Skating,Figure,FSK,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32408,Skating,Figure,FSK,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32409,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
32410,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,49,41,35,125,1976,Canada
32411,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,80,69,46,195,1980,Soviet Union
32412,Skating,Figure,FSK,Soviet Union,0,URS,1,URS,55,31,46,132,1988,South Korea
32413,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,2,URS,22,30,19,71,1952,Finland
32414,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,1,URS,37,29,32,98,1956,Australia
32415,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,1,URS,43,29,31,103,1960,Italy
32416,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,2,URS,30,31,35,96,1964,Japan
32417,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,2,URS,29,32,30,91,1968,Mexico
32418,Ice Hockey,Ice Hockey,IHO,Soviet Union,0,URS,1,URS,50,27,22,99,1972,West Germany
